SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,
HINDALCO,EQ,118,121.9,117.65,120.7,120.8,116.5,10678473,1287667544.45,28-SEP-2012,57152,INE038A01020,
HINDCOMPOS,EQ,380,383,370.15,374.05,383,380,179,67043.3,28-SEP-2012,41,INE310C01011,
HINDCOPPER,EQ,264.65,267.85,262.2,263.05,263.2,263.65,109880,29126809.1,28-SEP-2012,2464,INE531E01026,
HINDDORROL,EQ,26,26.8,25.8,26.3,26.25,25.85,88231,2321352.9,28-SEP-2012,528,INE551A01022,
HINDMOTORS,EQ,10,10.25,10,10.05,10.05,9.95,135397,1366819.85,28-SEP-2012,371,INE253A01025,
HINDNATGLS,EQ,201.9,201.9,198.1,200,200,201.95,273,54339.55,28-SEP-2012,16,INE952A01022,
HINDOILEXP,EQ,118,119.2,114.9,116.3,118,117.1,646795,75799149.15,28-SEP-2012,7591,INE345A01011,
HINDPETRO,EQ,306.5,309.85,301.5,307.9,308.85,305.25,1213670,371371842.2,28-SEP-2012,11131,INE094A01015,
HINDUJAFO,EQ,55,55,51.8,52,52,52.5,3193,166194.75,28-SEP-2012,25,INE291F01016,
HINDUJAVEN,EQ,390,408,390,399.5,393.65,393.85,16686,6666517.05,28-SEP-2012,225,INE353A01023,
HINDUNILVR,EQ,538.25,549,536.55,545.85,545.95,537.75,2379138,1298175786.6,28-SEP-2012,43947,INE030A01027,
HINDZINC,EQ,131.85,137.5,131.15,136,136.85,130.4,965840,129896585.2,28-SEP-2012,12568,INE267A01025,
HIRAFERRO,EQ,20.1,21,20,21,21,19.95,932,19053.5,28-SEP-2012,9,INE573I01011,
HIRECT,EQ,47.8,48.5,47.65,48.2,48.2,48.2,1328,63649.45,28-SEP-2012,19,INE835D01023,
HITACHIHOM,EQ,127,131.35,124.6,127.5,128,125.05,75949,9765723.9,28-SEP-2012,1772,INE782A01015,
HITECHGEAR,EQ,99.1,103.95,98.2,102.85,101.3,99.95,3298,333910.45,28-SEP-2012,141,INE127B01011,
HITECHPLAS,EQ,56.6,57,56.25,56.95,56.95,56.5,2153,121996,28-SEP-2012,12,INE120D01012,
HMT,EQ,44.5,44.95,43.4,43.5,43.5,44.3,199146,8798048.75,28-SEP-2012,1415,INE262A01018,
HMVL,EQ,124.45,126,122,124.2,126,121.6,51789,6473039.9,28-SEP-2012,105,INE871K01015,
HNGSNGBEES,EQ,1486.01,1525,1482,1483.54,1499,1500,1077,1596271.7,28-SEP-2012,27,INF732E01227,
HOCL,EQ,19.55,19.8,19,19.1,19,19.4,143748,2798343.95,28-SEP-2012,233,INE048A01011,
HONAUT,EQ,2824,2898,2749.45,2854.15,2870,2808.5,4256,12094174.65,28-SEP-2012,524,INE671A01010,
HONDAPOWER,EQ,516.1,516.1,509.2,512.45,509.2,508,1031,529411.5,28-SEP-2012,85,INE634A01018,
HORIZONINF,EQ,244.95,252,237,241.2,237,239.95,29515,7152055.95,28-SEP-2012,235,INE429F01012,
HOTELEELA,EQ,29,31.3,29,30.75,30.7,29.7,643620,19686082.05,28-SEP-2012,2836,INE102A01024,
HOTELRUGBY,EQ,35.3,35.3,32,33,32,33.65,209537,7058032.1,28-SEP-2012,247,INE275F01019,
HOVS,EQ,31.6,34.6,31.6,32.95,32.9,31.85,46617,1562158.55,28-SEP-2012,616,INE596H01014,
HSIL,EQ,132.5,135.8,130.55,132.5,130.8,132.05,65892,8799339.7,28-SEP-2012,1285,INE415A01038,
HTMEDIA,EQ,93.95,94.4,91.3,93.05,92.85,91.05,13015,1215759.1,28-SEP-2012,384,INE501G01024,
HUBTOWN,EQ,178.4,178.4,168,170.3,170.6,174.65,6960,1183397.9,28-SEP-2012,249,INE703H01016,
HUDCO,N2,1082.5,1085.25,1082.5,1084.97,1084.8,1080.21,4167,4521257.87,28-SEP-2012,39,INE031A07840,
HUDCO,N3,1079.99,1080,1066,1068.62,1069.99,1060.43,1601,1713751.02,28-SEP-2012,34,INE031A07832,
HYDRBADIND,EQ,496.95,500,486,494.45,492,494.75,18801,9301643.45,28-SEP-2012,871,INE557A01011,
HYDROS&S,EQ,13.7,15,13.7,14,13.9,13.7,6787,96375.45,28-SEP-2012,391,INE473D01015,
IBIPL,EQ,6.7,6.7,6.25,6.45,6.35,6.4,2484466,16397503.7,28-SEP-2012,2767,INE834M01019,
IBPOW,EQ,13.85,14.1,13.4,13.45,13.5,13.65,1698028,23420084.85,28-SEP-2012,3774,INE399K01017,
IBREALEST,EQ,59,60.9,57.1,57.65,57.75,58.7,6262366,368900439.55,28-SEP-2012,30265,INE069I01010,
IBSEC,EQ,8.15,8.85,8.15,8.4,8.35,8.4,167299,1432874.95,28-SEP-2012,430,INE274G01010,
IBWSL,EQ,9,9.4,8.55,8.7,8.55,9,33457,297535.1,28-SEP-2012,141,INE126M01010,
ICICIBANK,EQ,1063,1073.6,1053.85,1058.8,1062,1055.35,4152852,4422677668.35,28-SEP-2012,98353,INE090A01013,
ICIL,EQ,8.2,8.5,8,8.5,8.5,8.5,238,1907.9,28-SEP-2012,14,INE483B01018,
ICRA,EQ,1245,1398,1208,1299.55,1320,1236.1,15899,20296990,28-SEP-2012,1521,INE725G01011,
ICSA,EQ,16,16.15,15.7,15.8,15.8,15.75,168575,2683592.9,28-SEP-2012,721,INE306B01029,
IDBI,EQ,99.25,102.3,99.05,100.05,100.4,99.4,2381666,241133963.7,28-SEP-2012,18786,INE008A01015,
IDBIGOLD,EQ,3143,3143,3094,3115.65,3115,3115.3,699,2175714.95,28-SEP-2012,101,INF397L01554,
IDEA,EQ,85.6,86.7,84.3,85.3,85.6,85.95,929400,79295821.8,28-SEP-2012,10334,INE669E01016,
IDFC,EQ,157.5,160.25,153.8,154.45,154.2,156.35,6280602,986364562.5,28-SEP-2012,35879,INE043D01016,
IFBAGRO,EQ,153.5,164.9,149,160.35,160.1,146.75,61951,9724953.5,28-SEP-2012,1972,INE076C01018,
IFBIND,EQ,90.1,91.65,89.4,89.9,89.65,90.15,9348,848782.7,28-SEP-2012,316,INE559A01017,
IFCI,EQ,31.1,31.8,30.7,31,31,31,12298257,385372298.55,28-SEP-2012,36614,INE039A01010,
IFGLREFRAC,EQ,53,53.5,51.25,51.85,52.3,51.1,14739,773848.9,28-SEP-2012,431,INE023B01012,
IGARASHI,EQ,76,79.5,76,77.25,77.7,76.65,3612,279360.4,28-SEP-2012,192,INE188B01013,
IGL,EQ,263.5,271.9,262.45,264.75,265.5,261.2,1568862,419494642.3,28-SEP-2012,19392,INE203G01019,
IGPL,EQ,39,40.95,37.7,39.35,39.75,38.95,1842,71734.3,28-SEP-2012,95,INE204A01010,
IIFLFIN,N1,1025.01,1130,1025.01,1050,1050,1052.09,159,169766.65,28-SEP-2012,16,INE866I07206,
IIFLFIN,N3,1003,1003,1003,1003,1003,1000,10,10030,28-SEP-2012,2,INE866I07222,
IIFLFIN,N4,1016.1,1018.01,1016.05,1018,1018,1016.06,1060,1078797.89,28-SEP-2012,26,INE866I07230,
IIFLFIN,N5,1002.51,1005.75,1002.05,1004.65,1005.75,1003.18,2397,2405471.54,28-SEP-2012,149,INE866I08139,
IIFLFIN,N6,1001,1001.5,1000,1001.5,1001.5,1000,380,380093.5,28-SEP-2012,6,INE866I08147,
IIFLFIN,N7,1019,1019,1001,1003.43,1002.25,1003.43,128,128288.96,28-SEP-2012,15,INE866I08154,
IIFLFMPS1G,MF,10.01,10.01,10.01,10.01,10.01,10,500,5005,28-SEP-2012,1,INF579M01027,
IIFLNIFTY,EQ,574.45,578.05,574.4,575.37,575.3,571.4,25352,14586514,28-SEP-2012,213,INF579M01019,
IITL,EQ,159.95,159.95,157.2,157.2,157.2,155.3,98,15499.1,28-SEP-2012,2,INE886A01014,
IL&FSENGG,EQ,62.5,66.25,61.75,63.35,63.15,60.95,254546,16369153.75,28-SEP-2012,2334,INE369I01014,
IL&FSTRANS,EQ,191,196.6,186.55,194.55,193.5,189.15,148309,28722707,28-SEP-2012,4096,INE975G01012,
IMFA,EQ,250.3,257.25,247.55,256.1,257,250.3,277,70803.45,28-SEP-2012,30,INE919H01018,
IMPAL,EQ,414.95,417.95,409,413.05,413.95,411.35,2010,830116.05,28-SEP-2012,188,INE547E01014,
IMPEXFERRO,EQ,5.8,6.05,5.75,5.85,6.05,5.8,1069,6200.45,28-SEP-2012,8,INE691G01015,
INDBANK,EQ,6.1,7.3,6.1,6.7,7.3,6.1,48440,318388,28-SEP-2012,159,INE841B01017,
INDHOTEL,EQ,64.45,67.9,64.15,67.3,67,63.35,3074659,203228686.75,28-SEP-2012,15253,INE053A01029,
INDIABULLS,EQ,209.75,218.55,209.55,213.95,214,207.95,1264839,271508638.9,28-SEP-2012,14092,INE894F01025,
INDIACEM,EQ,97.35,97.95,94.2,94.9,94.65,96.4,1867049,179906036,28-SEP-2012,17598,INE383A01012,
INDIAGLYCO,EQ,183.3,187.8,181.15,182.05,181.45,183.95,73317,13511037.85,28-SEP-2012,1267,INE560A01015,
INDIAINFO,EQ,58.9,59.15,57.2,57.7,57.9,57.9,145155,8452069.45,28-SEP-2012,863,INE530B01024,
INDIANB,EQ,187.55,194.9,187.5,193.35,193,186.6,236703,45275677.45,28-SEP-2012,4659,INE562A01011,
INDIANCARD,EQ,111.1,113.25,111.1,112.6,112.6,111.3,244,27202.25,28-SEP-2012,13,INE061A01014,
INDIANHUME,EQ,111,111,107,109.25,110.9,109,2243,243941.2,28-SEP-2012,111,INE323C01030,
INDLMETER,EQ,48.5,51.3,48.5,51,51.3,48.95,1708,86115.85,28-SEP-2012,91,INE065B01013,
INDNIPPON,EQ,191.9,193.5,190,190.7,190.7,191.8,770,146804.7,28-SEP-2012,92,INE092B01017,
INDOCO,EQ,69.8,70.2,68.4,69.5,69,69.6,57538,3994045.2,28-SEP-2012,693,INE873D01024,
INDORAMA,EQ,22.8,23.25,22.8,22.8,22.8,22.95,28954,669136.15,28-SEP-2012,185,INE156A01020,
INDOSOLAR,EQ,4.6,4.8,4.6,4.6,4.65,4.8,355650,1643153.35,28-SEP-2012,484,INE866K01015,
INDOTECH,EQ,98.45,98.45,89.25,91.05,90.95,90.5,4457,414168.75,28-SEP-2012,169,INE332H01014,
INDOTHAI,EQ,10.9,13.3,10.75,12.8,13,11.1,260205,3249652.75,28-SEP-2012,453,INE337M01013,
INDOWIND,EQ,4.15,4.15,4.05,4.1,4.1,4.05,287512,1178880.45,28-SEP-2012,341,INE227G01018,
INDRAMEDCO,EQ,34.35,34.45,34.1,34.15,34.3,34.1,12203,417875.05,28-SEP-2012,119,INE681B01017,
INDSWFTLAB,EQ,53.7,53.85,51.85,52.05,52,52.95,75488,3980976.45,28-SEP-2012,945,INE915B01019,
INDSWFTLTD,EQ,18.25,18.45,17.75,17.85,17.75,18.15,15304,274282,28-SEP-2012,108,INE788B01028,
INDTERRAIN,EQ,63.65,65,62.65,65,65,67,210,13517.2,28-SEP-2012,11,INE611L01013,
INDUSFILA,EQ,12.6,13.45,12.55,12.7,12.95,12.85,423,5607.7,28-SEP-2012,11,INE025I01012,
INDUSINDBK,EQ,344.2,357,344.15,355.3,356,343.3,969469,341117325.7,28-SEP-2012,12900,INE095A01012,
INFINITE,EQ,126,136.5,125.1,133.85,133.1,127,105271,14052274.45,28-SEP-2012,3618,INE486J01014,
INFODRIVE,EQ,12.65,12.75,11.8,12.05,12,11.75,299055,3678298.45,28-SEP-2012,906,INE804D01011,
INFOMEDIA,BE,6.1,6.3,5.95,5.95,5.95,6.25,16215,97665.55,28-SEP-2012,77,INE669A01022,
INFOTECENT,EQ,190.7,193.85,188.6,191.3,192.9,188.45,15346,2939692.65,28-SEP-2012,1515,INE136B01020,
INFRABEES,EQ,259.95,263.9,255,261.36,263.9,251.98,450,116845.7,28-SEP-2012,31,INF732E01268,
INFY,EQ,2561,2579.9,2526.2,2534.95,2537,2549.35,1210653,3090021914.05,28-SEP-2012,57823,INE009A01021,
INGERRAND,EQ,488.05,509,480.4,497.4,497,483.05,30881,15426960.55,28-SEP-2012,948,INE177A01018,
INGVYSYABK,EQ,398.1,414.95,396,407,408.05,399.7,165717,67136946.1,28-SEP-2012,2222,INE166A01011,
INNOIND,EQ,120.15,123.45,118.3,119.7,118.5,123.45,6220,752087.95,28-SEP-2012,122,INE549I01011,
INOXLEISUR,EQ,61.95,63.5,61.2,62.25,61.85,60.1,212827,13273995.65,28-SEP-2012,2357,INE312H01016,
INSECTICID,EQ,416.3,418.4,412.3,415.05,414,412.3,65630,27260756.55,28-SEP-2012,478,INE070I01018,
INVENTURE,EQ,14,15.4,14,15.4,15.4,14,476225,7125923.45,28-SEP-2012,738,INE878H01016,
IOB,EQ,77.5,79.25,77.5,78.3,78.45,77.35,1057686,83158669.65,28-SEP-2012,6701,INE565A01014,
IOC,EQ,248.8,253.4,248.8,250.5,250.3,248.8,428277,107401126.45,28-SEP-2012,7738,INE242A01010,
IOLCP,EQ,24.15,26.9,24.15,25.8,26.45,26,7384,191419.3,28-SEP-2012,44,INE485C01011,
IOLN,EQ,4.9,4.9,4.55,4.6,4.6,4.75,4291,19973.3,28-SEP-2012,19,INE517C01011,
IPCALAB,EQ,474.95,496,463.05,484.25,489,475.3,304321,144080236.05,28-SEP-2012,7233,INE571A01020,
IPGETF,EQ,3090.05,3120,3080,3082.9,3080,3095.65,218,673699,28-SEP-2012,80,INF109K01FV4,
IPRINGLTD,EQ,48.95,49,48,48,48,47.6,1761,86058.95,28-SEP-2012,6,INE558A01019,
IRB,EQ,153,157.9,150.8,152.05,151.95,152.85,2869277,443969400.05,28-SEP-2012,24932,INE821I01014,
IRFC,N1,1025,1026.99,1024,1024.72,1024.55,1024.53,4429,4538812.43,28-SEP-2012,57,INE053F07520,
IRFC,N2,1037,1039.3,1034.01,1037.97,1037.98,1037.37,6997,7254609.47,28-SEP-2012,69,INE053F07538,
ISFT,EQ,53.8,53.8,51.05,52,52,53,218,11328.75,28-SEP-2012,19,INE566K01011,
ISMTLTD,EQ,23.4,23.85,23.4,23.55,23.4,23.45,64469,1525909.55,28-SEP-2012,221,INE732F01019,
ITC,EQ,266.5,272.85,266.1,272.4,271.2,266.95,9445974,2560977818.05,28-SEP-2012,77822,INE154A01025,
ITDCEM,EQ,255,255,245.9,248.5,246,252.1,1758,438269.35,28-SEP-2012,166,INE686A01018,
ITI,EQ,24.5,24.55,23.6,23.75,23.8,24.25,151699,3648391.6,28-SEP-2012,840,INE248A01017,
IVC,EQ,25.95,26.25,25.3,26.05,26,25.65,52741,1371432.1,28-SEP-2012,223,INE050B01023,
IVP,EQ,42,42,42,42,42,40.5,2,84,28-SEP-2012,2,INE043C01018,
IVRCLINFRA,EQ,47.1,48.55,46.05,46.45,46.6,46.85,11761154,557939412.6,28-SEP-2012,39118,INE875A01025,
J&KBANK,EQ,928,940,925.05,932.7,932.5,923.25,264910,247074478.2,28-SEP-2012,4956,INE168A01017,
JAGRAN,EQ,91.5,93.3,91.1,92.55,93,91.1,31893,2942183.1,28-SEP-2012,924,INE199G01027,
JAGSNPHARM,EQ,13.5,13.9,13,13.05,13.2,13.8,15166,200880.65,28-SEP-2012,85,INE048B01027,
JAIBALAJI,BE,38,38,35.55,36.6,36.2,37.4,5642,205957.5,28-SEP-2012,37,INE091G01018,
JAICORPLTD,EQ,65.1,65.8,62.65,63.1,63.35,64.6,1668186,107324042.65,28-SEP-2012,12491,INE070D01027,
JAIHINDPRO,EQ,114.45,115.5,111.35,112.6,113.8,115.4,3585,413501.95,28-SEP-2012,19,INE343D01010,
JAINSTUDIO,BE,7.1,7.1,7.1,7.1,7.1,6.8,400,2840,28-SEP-2012,2,INE486B01011,
JAMNAAUTO,EQ,117.5,121,116.1,118,119,118.3,595,70438.65,28-SEP-2012,48,INE039C01016,
JAYAGROGN,EQ,139.1,147.9,139.1,141.65,140,140.25,17697,2550993.4,28-SEP-2012,942,INE785A01026,
JAYBARMARU,EQ,57.5,61,57.5,59.15,59.15,58.2,2631,157493.2,28-SEP-2012,27,INE571B01028,
JAYNECOIND,EQ,11,11.5,11,11.1,11.15,11,60393,676332.2,28-SEP-2012,320,INE854B01010,
JAYSREETEA,EQ,94.4,95,91.3,91.8,91.8,92.65,158930,14821785.5,28-SEP-2012,2075,INE364A01020,
JBCHEPHARM,EQ,76.5,76.75,73.5,74,74.15,76.05,124552,9304919.15,28-SEP-2012,1334,INE572A01028,
JBFIND,EQ,145,147.5,141.1,142.75,143.75,141.35,110839,15993383.65,28-SEP-2012,1611,INE187A01017,
JBMA,EQ,61.2,64,61.2,64,64,61.8,202,12368,28-SEP-2012,3,INE927D01010,
JCTEL,EQ,0.8,0.8,0.7,0.7,0.7,0.75,26210,19608.4,28-SEP-2012,14,INE264B01020,
JDORGOCHEM,EQ,3,3,2.8,2.85,2.85,2.9,6226,17716.6,28-SEP-2012,17,INE263B01022,
JENSONICOL,EQ,4.25,4.3,4.1,4.1,4.1,4.2,20464,86219.05,28-SEP-2012,57,INE819B01021,
JETAIRWAYS,EQ,352,356.8,343.25,345,344.4,348.85,968466,339072786.8,28-SEP-2012,18492,INE802G01018,
JHS,EQ,30.9,31,29.5,30,30,30.7,42601,1283535.6,28-SEP-2012,429,INE544H01014,
JIKIND,EQ,4,4.55,4,4,4,4.05,6025,25068.2,28-SEP-2012,22,INE026B01049,
JINDALPHOT,EQ,132,136.4,131,131.85,131.8,130.9,27980,3748277.4,28-SEP-2012,1023,INE796G01012,
JINDALPOLY,EQ,178.3,186,178.3,181.9,181.35,176.85,136595,25012391.65,28-SEP-2012,3828,INE197D01010,
JINDALSAW,EQ,116.8,120,114.8,118.8,117.8,114.25,892528,105866314.45,28-SEP-2012,6560,INE324A01024,
JINDALSTEL,EQ,432.7,443.85,425.85,427.15,426.35,425.3,3800215,1650800967.15,28-SEP-2012,59510,INE749A01030,
JINDALSWHL,EQ,632.05,659.85,630,636.1,635,626.85,281666,182103812.2,28-SEP-2012,12013,INE824G01012,
JINDCOT,EQ,54,54.7,52.75,53.25,53.6,54.2,9031,484806.9,28-SEP-2012,135,INE904J01016,
JINDRILL,EQ,274.95,285,271,274.55,273.75,273.6,3920,1095480.8,28-SEP-2012,406,INE742C01031,
JINDWORLD,EQ,94,101.95,91.2,98.6,97.5,96.3,6097,602078.15,28-SEP-2012,119,INE247D01013,
JISLDVREQS,EQ,36.15,38.7,35.3,35.65,35.5,36.25,58008,2088916.35,28-SEP-2012,1925,IN9175A01010,
JISLJALEQS,EQ,71.2,72.4,69.5,69.7,69.7,71.1,2171542,153675144.75,28-SEP-2012,15229,INE175A01038,
JKCEMENT,EQ,250.7,256.7,247,252.05,251.95,248,550535,139389534.65,28-SEP-2012,7205,INE823G01014,
JKIL,EQ,213,216,208,214.7,211,213.65,7738,1657775.9,28-SEP-2012,143,INE576I01014,
JKLAKSHMI,EQ,110,115,106.55,114.3,115,108.65,652355,73264862.95,28-SEP-2012,5846,INE786A01032,
JKPAPER,EQ,35,35.5,35,35.3,35.35,34.95,43662,1542359.1,28-SEP-2012,208,INE789E01012,
JKTYRE,EQ,108,110.6,107,108.55,109,107.85,90137,9845902.25,28-SEP-2012,1400,INE573A01034,
JMCPROJECT,EQ,109,111.5,108.25,110.85,110.1,109.3,2114,232641.3,28-SEP-2012,81,INE890A01016,
JMFINANCIL,EQ,15.5,16.05,15.45,15.6,15.55,15.4,1780422,28124246.2,28-SEP-2012,2575,INE780C01023,
JMTAUTOLTD,EQ,52.7,56.05,52.7,54.15,54.15,53.6,15124,846894.4,28-SEP-2012,26,INE988E01010,
JOCIL,EQ,123.8,127,122,126.2,126.25,120.4,11274,1408025.3,28-SEP-2012,173,INE839G01010,
JPASSOCIAT,EQ,82,84.45,81.7,82.25,82.5,80.55,15926449,1324311770.9,28-SEP-2012,68987,INE455F01025,
JPINFRATEC,EQ,54.4,54.75,51.1,51.8,52,53.75,977463,51407888.65,28-SEP-2012,7413,INE099J01015,
JPPOWER,EQ,34.8,35.9,34.6,35.25,35.3,34.25,1265562,44655963.4,28-SEP-2012,5218,INE351F01018,
JSL,EQ,68.95,69.25,67.5,67.7,67.9,68.7,69313,4726110.2,28-SEP-2012,889,INE220G01021,
JSWENERGY,EQ,60.2,61.95,60.2,60.75,60.8,59.85,1872616,114439843.95,28-SEP-2012,10563,INE121E01018,
JSWISPAT,EQ,9.75,10.1,9.7,10,9.95,9.65,5256282,52408810.65,28-SEP-2012,3162,INE136A01022,
JSWISPAT,P1,4,4.05,4,4,4.05,4,74010,296405.25,28-SEP-2012,52,INE136A04034,
JSWSTEEL,EQ,740,767.45,740,756.95,757,738.65,1632441,1237217628.15,28-SEP-2012,37279,INE019A01020,
JUBILANT,EQ,217.8,223.7,210.1,211.5,211.7,216.3,154522,33428388.15,28-SEP-2012,3575,INE700A01033,
JUBLFOOD,EQ,1350,1397.4,1346.15,1372.7,1368.25,1346.25,480658,662363999.15,28-SEP-2012,21917,INE797F01012,
JUBLINDS,EQ,166.2,174.9,159.25,161.55,160.2,164.65,40528,6711045.9,28-SEP-2012,1980,INE645L01011,
JUMBO,EQ,10.3,10.3,9.8,10,10,9.5,1130,11204.5,28-SEP-2012,100,INE699D01015,
JUNIORBEES,EQ,108.93,110.5,108.93,109.43,109.4,108.03,13536,1487553.56,28-SEP-2012,204,INF732E01045,
JUPITER,BE,6.1,6.25,6,6.05,6.05,6.05,35335,215439.15,28-SEP-2012,98,INE918B01013,
JVLAGRO,EQ,14.3,14.9,14.3,14.8,14.9,14.5,17066,248863.05,28-SEP-2012,154,INE430G01026,
JYOTHYLAB,EQ,166.75,166.8,158.35,159.75,159,164.3,123468,19957387.2,28-SEP-2012,3540,INE668F01031,
JYOTISTRUC,EQ,47.7,48.45,46.6,46.95,47.1,46.75,357857,16942195.05,28-SEP-2012,1651,INE197A01024,
KABRAEXTRU,EQ,32.5,32.6,31.8,31.9,31.9,31.5,7815,251418.3,28-SEP-2012,66,INE900B01029,
KAJARIACER,EQ,190,199.7,190,196.45,196.5,191.75,449918,87448385.4,28-SEP-2012,1853,INE217B01028,
KAKATCEM,EQ,90,94.4,90,91.6,91.3,89.65,11322,1044762.6,28-SEP-2012,154,INE437B01014,
KALINDEE,EQ,79,79.45,77.45,77.95,77.7,77.65,73884,5793172.25,28-SEP-2012,1162,INE178D01010,
KALPATPOWR,EQ,87.9,89.9,85.7,87.7,87.75,85.25,268306,23681794.6,28-SEP-2012,3464,INE220B01022,
KALYANIFRG,BE,170,178,170,178,178,175,60,10280,28-SEP-2012,3,INE314G01014,
KAMATHOTEL,EQ,126,128.35,126,127.5,128,125.05,5973,758967.35,28-SEP-2012,218,INE967C01018,
KANANIIND,BE,184.9,185.45,179.75,181,181,177.5,12283,2225923.55,28-SEP-2012,130,INE879E01029,
KANORICHEM,EQ,36.2,36.2,34.65,35.65,35.65,35.7,19172,684980.9,28-SEP-2012,65,INE138C01024,
KANSAINER,EQ,917.3,940,915.6,934.4,930,916.05,9255,8612380.05,28-SEP-2012,598,INE531A01016,
KARMAENG,EQ,11.5,11.5,11.1,11.1,11.1,11.6,732,8365.2,28-SEP-2012,4,INE725L01011,
KARURKCP,EQ,26.5,29.8,26.1,27.6,27.6,28.4,2152,61172.4,28-SEP-2012,86,INE727F01019,
KARURVYSYA,EQ,408.45,414,406.5,411.1,411,406.25,112193,46153567.85,28-SEP-2012,2117,INE036D01010,
KAUSHALYA,EQ,8.45,9,8.45,8.6,8.6,8.7,1886,16290.15,28-SEP-2012,29,INE234I01010,
KAVVERITEL,EQ,147.95,147.95,141,146.5,146.2,140.95,87763,12899093.85,28-SEP-2012,1344,INE641C01019,
KBIL,EQ,820,839,816,818.2,839,818,289,235985,28-SEP-2012,14,INE920K01010,
KCP,EQ,35.95,35.95,33.55,33.8,33.95,34.55,30368,1043363.2,28-SEP-2012,234,INE805C01028,
KCPSUGIND,EQ,19,19.35,18.9,19.1,19,18.95,65262,1247950.1,28-SEP-2012,177,INE790B01024,
KEC,EQ,69,74.6,68.35,73.4,74.4,70.9,293237,21141002.9,28-SEP-2012,3162,INE389H01022,
KECL,EQ,26.8,29.7,26.65,29.05,29,27,31893,907755,28-SEP-2012,176,INE134B01017,
KEI,EQ,17.3,17.3,16.7,16.8,16.75,16.95,43151,730459.65,28-SEP-2012,148,INE878B01027,
KEMROCK,EQ,89,89.95,87,87,87,91.55,52764,4605419.35,28-SEP-2012,522,INE990B01012,
KERNEX,EQ,56.5,57.25,55.4,55.85,56,55.2,72650,4090444.85,28-SEP-2012,918,INE202H01019,
KESARENT,EQ,46.4,46.6,45.1,45.1,45.1,44.6,1033,46637.3,28-SEP-2012,14,INE133B01019,
KESORAMIND,EQ,141.95,149.4,138.6,144.65,143.5,137.9,190723,27665886.15,28-SEP-2012,3546,INE087A01019,
KFA,EQ,16.7,16.85,16.15,16.15,16.15,16.95,5280223,85570120.75,28-SEP-2012,6563,INE438H01019,
KGL,EQ,4.25,4.6,4.2,4.45,4.45,4.25,2380928,10490746.6,28-SEP-2012,1239,INE299C01024,
KHAITANELE,EQ,60.1,61,60.1,61,61,60.5,14,848.8,28-SEP-2012,5,INE761A01019,
KHANDSE,EQ,17,17.65,17,17.35,17.35,16.9,810,13872.7,28-SEP-2012,7,INE060B01014,
KICL,EQ,340,346.95,334.5,338.45,343.75,335.05,1199,403836.55,28-SEP-2012,104,INE029L01018,
KIL,EQ,17.4,17.4,16.1,16.45,16.95,16.7,4780,79773.6,28-SEP-2012,48,INE390H01012,
KILITCH,EQ,43.9,44,41,41.5,41.6,44.15,93995,3946185.2,28-SEP-2012,2686,INE729D01010,
KINETICMOT,EQ,10.2,11.35,10.2,10.75,10.7,10.3,83063,908040.3,28-SEP-2012,648,INE267B01015,
KIRIINDUS,EQ,22.15,24.9,22.15,23.85,23.5,23.5,54102,1317637.4,28-SEP-2012,710,INE415I01015,
KIRLOSBROS,EQ,137,140,133.95,134.45,133.95,136,4305,589087.75,28-SEP-2012,122,INE732A01036,
KIRLOSENG,EQ,169,171,167,171,171,170,6543,1108723.1,28-SEP-2012,87,INE146L01010,
KIRLOSIND,EQ,300.55,301,300,300.05,300,300.15,2055,616684.6,28-SEP-2012,37,INE250A01039,
KITEX,EQ,60,61.8,58.25,59.8,60,61.2,11361,686809.4,28-SEP-2012,104,INE602G01020,
KITPLYIND,EQ,2.75,2.9,2.7,2.9,2.9,2.8,2851,7997.75,28-SEP-2012,11,INE147B01019,
KKCL,EQ,685,747,665.15,678.6,680,666.95,1846,1246154.25,28-SEP-2012,476,INE401H01017,
KLGSYSTEL,BE,18,18.9,17.9,18.25,18.25,18.15,3534,65743.05,28-SEP-2012,40,INE799A01019,
KLRF,BE,27.4,27.4,27.4,27.4,27.4,28.8,21,575.4,28-SEP-2012,2,INE014E01015,
KMSUGAR,EQ,2.55,2.55,2.45,2.5,2.5,2.6,2829,7122.45,28-SEP-2012,17,INE157H01023,
KNRCON,EQ,117.7,117.75,113.3,113.65,113.3,113.05,2364,271439.1,28-SEP-2012,79,INE634I01011,
KOHINOOR,EQ,28.8,29.75,28.4,29.15,29.1,28.4,109316,3182392.7,28-SEP-2012,670,INE080B01012,
KOKUYOCMLN,EQ,39.25,40.65,38.4,39.65,39.5,39.6,21184,845989,28-SEP-2012,265,INE760A01029,
KOLTEPATIL,EQ,44.7,46.7,44.15,44.8,44.35,44.8,44811,2040278.75,28-SEP-2012,737,INE094I01018,
KOPDRUGS,BE,3.95,4.2,3.85,4.2,4.2,4,14008,57309,28-SEP-2012,33,INE746A01010,
KOPRAN,EQ,20.45,20.95,19.9,20.15,20.1,20.35,44813,920829.15,28-SEP-2012,282,INE082A01010,
